"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BRZ34W7Q","journalArticle","2019","Chen, Han; Dai, Jun; Gao, Yong","Measurement invariance and latent mean differences of the Chinese version physical activity self-efficacy scale across gender and education levels","Journal of Sport and Health Science","","2095-2546","https://doi.org/10.1016/j.jshs.2017.01.004","http://www.sciencedirect.com/science/article/pii/S2095254617300042","Background Self-efficacy has been identified as an important determinant of youth's behavior change including physical activity (PA) participation. However, the dimensionality check of a PA self-efficacy scale has rarely been conducted in China. The current study aims to examine (1) the unidimensionality of a shortened Chinese version of PA self-efficacy scale (S-PASESC); (2) the measurement invariance of S-PASESC across gender and levels of education; (3) the latent factor mean difference between gender and levels of education; (4) the direct effects of self-efficacy on PA by different gender and education levels; and (5) the comparisons of the direct effects of self-efficacy on PA across gender and education levels. Methods The participants were 5th through 11th grade public school students recruited from 7 cities located in different geographic regions of China. The final data include a total of 3003 participants (49.7% boys) who have completed the scales. Results Confirmatory factor analysis (CFA) test supported the unidimensionality of S-PASESC. The S-PASESC is invariant across gender and 3 levels of education at both configural, full metric, and full scalar levels. Findings from latent mean comparisons showed that boys reported higher PA self-efficacy than girls. Students' perceived PA self-efficacy tend to decrease from elementary to high school. Finally, self-efficacy positively related to PA by groups of different gender and education levels and the relationship between self-efficacy and PA is stronger among middle school boys than girls. Conclusion Findings suggest S-PASESC is a valid scale for measuring Chinese students' PA self-efficacy.","2019","2019-02-27 20:57:47","2019-02-27 20:57:47","","46 - 54","","1","8","","","","","","","","","","","","","","","","","","","","","Chinese adolescents; Education levels; Factor analysis; gender; Latent mean comparison; Measurement invariance; Physical activity self-efficacy scale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZU2E75R","journalArticle","2019","Moreau, C.; Li, M.; Meyer, S. De; Manh, Loi Vu; Guiella, G.; Acharya, R.; Bello, B.; Maina, B.; Mmari, K.","Measuring gender norms about relationships in early adolescence: Results from the global early adolescent study","SSM - Population Health","","2352-8273","https://doi.org/10.1016/j.ssmph.2018.10.014","http://www.sciencedirect.com/science/article/pii/S2352827318302222","Introduction Gender norms are increasingly recognized as drivers of health and wellbeing. While early adolescence constitutes a critical window of development, there is limited understanding about how adolescents perceive gender relations across different cultural settings. This study used a mixed-method approach, grounded in the voices of young people around the world, to construct and test a cross-cultural scale assessing the perceptions of gender norms regulating romantic relationships between boys and girls in early adolescence. Methods The study draws on the Global Early Adolescent study (GEAS), a study focusing on gender norms and health related outcomes over the course of adolescence in urban poor settings worldwide. In-depth interviews were first conducted among approximately 200 adolescents between 10–14 years in seven sites across 4 continents to identify common scripts guiding romantic relations in early adolescence. These scripts were then transformed into a multidimensional scale. The scale was tested among 120 adolescents in each of 14 GEAS sites, followed by a second pilot among 75 adolescents in six sites. We evaluated the psychometric criteria of each sub-scale using principal component analysis, and parallel analysis, followed by exploratory factor analysis to guide the selection of a more parsimonious set of items. Results Results suggested a two-factor structure, consisting of an “adolescent romantic expectations” subscale and a “Sexual Double Standard” subscale. Both subscales yielded high internal validity in each site, with polychoric Cronbach alpha values above 0.70 with the exception of Kinshasa for the adolescent romantic expectations scale (0.64) and Hanoi for the sexual double standard scale (0.61). Conclusion This study reveals common perceptions of gendered norms about romantic engagement in early adolescence, normative for both sexes, but socially valued for boys while devaluated for girls. The findings illustrate that social hierarchies of power in romantic relationships form early in adolescence, regardless of cultural setting.","2019","2019-02-27 20:57:23","2019-02-27 20:57:23","","100314","","","7","","","","","","","","","","","","","","","","","","","","","Adolescence; Cross cultural research; Gender norms; measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XITX3VCP","journalArticle","2018","Khotimah, P. H.; Sugiyama, Y.; Yoshikawa, M.; Hamasaki, A.; Sugiyama, O.; Okamoto, K.; Kuroda, T.","Medication Episode Construction Framework for Retrospective Database Analyses of Patients With Chronic Diseases","IEEE Journal of Biomedical and Health Informatics","","2168-2194","10.1109/JBHI.2017.2786741","","","2018-11","2019-02-27 21:11:40","2019-02-27 21:11:40","","1949-1959","","6","22","","","","","","","","","","","","","","","","","","","","","Allen's relaxed temporal relations; chronic diseases; consecutive prescription relations; data analysis; diseases; drugs; Electronic medical records; history; Hospitals; longer stable periods; longitudinal analysis; lowest selected ∈ value; medical computing; medical history reconstruction; medical information systems; Medication episode construction; medication episode construction framework; multitherapy dataset; multitherapy prescription datasets; observing medication transition events; patient behavior; patient treatment; pruning repetitive prescriptions; retrospective database analyses; short-duration fragmented prescriptions; shorter stable periods; Time factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7UGQDJW","conferencePaper","2018","Tran, Bonnie; Choi, Lee Na","Menstrual Maze: A Toy Exploring Public Engagement in Menstrual Health Education","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","978-1-4503-5621-3","","10.1145/3170427.3180649","http://doi.acm.org/10.1145/3170427.3180649","","2018","2019-02-27 20:49:02","2019-02-27 20:49:02","","SDC10:1–SDC10:6","","","","","","","CHI EA '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Montreal QC, Canada","","","","body literacy; educational toy; joint media experience; menstrual health; physical tangible interactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTFN6XNH","conferencePaper","2018","Wallace, Ken","Mind the Gap: Can and Should Software Engineering Data Sharing Become a Path of Less Resistance?","Proceedings of the 40th International Conference on Software Engineering: Software Engineering in Practice","978-1-4503-5659-6","","10.1145/3183519.3183541","http://doi.acm.org/10.1145/3183519.3183541","","2018","2019-02-27 20:48:53","2019-02-27 20:48:53","","43–44","","","","","","","ICSE-SEIP '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Gothenburg, Sweden","","","","Assessment; data; defects; digital commons; evaluation; evidence informed; industrial practice; Software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWSQ3ACU","conferencePaper","2018","Bosch, Nigel; Crues, R. Wes; Henricks, Genevieve M.; Perry, Michelle; Angrave, Lawrence; Shaik, Najmuddin; Bhat, Suma; Anderson, Carolyn J.","Modeling Key Differences in Underrepresented Students' Interactions with an Online STEM Course","Proceedings of the Technology, Mind, and Society","978-1-4503-5420-2","","10.1145/3183654.3183681","http://doi.acm.org/10.1145/3183654.3183681","","2018","2019-02-27 20:49:02","2019-02-27 20:49:02","","6:1–6:6","","","","","","","TechMindSociety '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Washington, DC, USA","","","","educational data mining; online courses; STEM education; underrepresented students","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UWZPS7U","conferencePaper","2018","Cai, Renqin; Bai, Xueying; Wang, Zhenrui; Shi, Yuling; Sondhi, Parikshit; Wang, Hongning","Modeling Sequential Online Interactive Behaviors with Temporal Point Process","Proceedings of the 27th ACM International Conference on Information and Knowledge Management","978-1-4503-6014-2","","10.1145/3269206.3271782","http://doi.acm.org/10.1145/3269206.3271782","","2018","2019-02-27 20:48:22","2019-02-27 20:48:22","","873–882","","","","","","","CIKM '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Torino, Italy","","","","hawkes process; interactive behaviors; sequential data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVF6RS66","conferencePaper","2018","Bouihi, Bouchra; Bahaj, Mohamed","Moodle's Ontology Development from UML for Social Learning Network Analysis","Proceedings of the International Conference on Learning and Optimization Algorithms: Theory and Applications","978-1-4503-5304-5","","10.1145/3230905.3230933","http://doi.acm.org/10.1145/3230905.3230933","","2018","2019-02-27 20:48:53","2019-02-27 20:48:53","","41:1–41:6","","","","","","","LOPAL '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Rabat, Morocco","","","","e-learning; moodle; Ontology; OWL; Semantic web; social network analysis; UML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZWNJGMS","conferencePaper","2018","Caro, Karina; Morales-Villaverde, Lourdes M.; Gotfrid, Taylor; Martinez-Garcia, Ana I.; Kurniawan, Sri","Motivating Adults with Developmental Disabilities to Perform Motor Coordination Exercises Using Exergames","Proceedings of the 4th EAI International Conference on Smart Objects and Technologies for Social Good","978-1-4503-6581-9","","10.1145/3284869.3284914","http://doi.acm.org/10.1145/3284869.3284914","","2018","2019-02-27 20:48:19","2019-02-27 20:48:19","","183–189","","","","","","","Goodtechs '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Bologna, Italy","","","","Developmental disabilities; exergame; kinect-based game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MCZ9MKU","journalArticle","2018","Fortune, Jennifer; Breckon, Jeff; Norris, Meriel; Eva, Gail; Frater, Tai","Motivational interviewing training for physiotherapy and occupational therapy students: Effect on confidence, knowledge and skills","Patient Education and Counseling","","0738-3991","https://doi.org/10.1016/j.pec.2018.11.014","http://www.sciencedirect.com/science/article/pii/S0738399118307602","Objective To examine the effectiveness of a three-day training programme on knowledge, confidence and fidelity to Motivational Interviewing (MI) delivery in an undergraduate occupational therapy and physiotherapy cohort (n = 25). Methods Training outcomes were assessed pre-training, post-training and following a subsequent clinical placement. The Motivational Interviewing Knowledge and Attitudes Test (MIKAT) and an 8-item survey assessed knowledge, attitudes and confidence respectively. MI fidelity was evaluated by a simulated patient interview rated with the Motivational Interviewing Treatment Integrity scale (MITI). Analysis was by one-way repeated measures ANOVA. Results Self-report measurements indicated increased confidence but no effect on knowledge or attitude. MITI analysis showed superior performance in all four global criteria and an increased frequency of MI adherent behaviours post-training. Positive changes were maintained following clinical placement. MITI summary scores indicated an improvement in question to reflection ratio in line with beginner competency. Conclusion(s) Participation in a three-day MI training programme significantly improved student confidence and MI skilfulness. Practice Implications Where feasible, MI training should be embedded within the curriculum. Further research is needed elucidate the best practices to incorporate teaching this skill set within the curriculum in order to best prepare students to counsel clients in behaviour change in their applied settings.","2018","2019-02-27 20:57:33","2019-02-27 20:57:33","","","","","","","","","","","","","","","","","","","","","","","","","","communication; Education; Motivational Interviewing; students; Treatment fidelity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AZDT3AQ","journalArticle","2019","Manohar, Sanjay G.; Muhammed, Kinan; Fallon, Sean J.; Husain, Masud","Motivation dynamically increases noise resistance by internal feedback during movement","Neuropsychologia","","0028-3932","https://doi.org/10.1016/j.neuropsychologia.2018.07.011","http://www.sciencedirect.com/science/article/pii/S0028393218303117","Motivation improves performance, pushing us beyond our normal limits. One general explanation for this is that the effects of neural noise can be reduced, at a cost. If this were possible, reward would promote investment in resisting noise. But how could the effects of noise be attenuated, and why should this be costly? Negative feedback may be employed to compensate for disturbances in a neural representation. Such feedback would increase the robustness of neural representations to internal signal fluctuations, producing a stable attractor. We propose that encoding this negative feedback in neural signals would incur additional costs proportional to the strength of the feedback signal. We use eye movements to test the hypothesis that motivation by reward improves precision by increasing the strength of internal negative feedback. We find that reward simultaneously increases the amplitude, velocity and endpoint precision of saccades, indicating true improvement in oculomotor performance. Analysis of trajectories demonstrates that variation in the eye position during the course of saccades is predictive of the variation of endpoints, but this relation is reduced by reward. This indicates that motivation permits more aggressive correction of errors during the saccade, so that they no longer affect the endpoint. We suggest that such increases in internal negative feedback allow attractor stability, albeit at a cost, and therefore may explain how motivation improves cognitive as well as motor precision.","2019","2019-02-27 20:58:02","2019-02-27 20:58:02","","19 - 29","","","123","","","","","","","","","","","","","","","","","","","","","Cognitive effort; eye movements; motivation; Noise; Oculomotor; Optimal control theory; Reward; Saccades","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ9HHQEK","journalArticle","2018","Hanan, Suhaila Abdul","Motorcyclists' beliefs of compliance with the Malaysian school zone speed limit (SZSL)","IATSS Research","","0386-1112","https://doi.org/10.1016/j.iatssr.2018.12.003","http://www.sciencedirect.com/science/article/pii/S0386111218300165","Many road crashes that occur in school zones involve child pedestrians. Research has identified three contributing factors to road crashes, namely child behaviour, driver behaviour, and the environment. This study aims to identify critical beliefs that influence motorcyclist's intention to comply with the Malaysian school zone speed limit (SZSL). 159 Malaysian motorcyclists who have travel experience in school zones during school hours and non-school hours were recruited by using purposive sampling. Participants responded to a survey distributed by enumerators in public places and house-to-house survey conducted in Kedah, Malaysia. Step-by-step correlation and regression analysis were used to identify the motorcyclists' critical beliefs. The results identified that motorcyclists' beliefs of the community expectation for them to comply and that complying with the speed limit in school zones may reduce risk of crashes with school children were the critical beliefs. In addition, the observation of many motorcyclists in the school zone was also identified as critical beliefs influencing motorcyclists' intention to comply with the SZSL. The practical relevance of this study is to combine a public awareness campaign and safety education for the motorcyclists together with an enforcement method to reinforce motorcyclists' compliance with the SZSL. Additionally, to increase the awareness level among motorcyclists, traffic control devices, such as flashing lights and yellow lines could be implemented.","2018","2019-02-27 20:57:12","2019-02-27 20:57:12","","","","","","","","","","","","","","","","","","","","","","","","","","Child safety; Intention; Motorcyclist; road safety; School zone; Theory of Planned Behaviour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PMDGIFI","conferencePaper","2018","Deb, Debzani; Fuad, Muztaba; Etim, James; Gloster, Clay","MRS: Automated Assessment of Interactive Classroom Exercises","Proceedings of the 49th ACM Technical Symposium on Computer Science Education","978-1-4503-5103-4","","10.1145/3159450.3159607","http://doi.acm.org/10.1145/3159450.3159607","","2018","2019-02-27 20:49:11","2019-02-27 20:49:11","","290–295","","","","","","","SIGCSE '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Baltimore, Maryland, USA","","","","algorithm visualization.; interactive learning environments; mobile learning; real-time assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Z3AF3MU","conferencePaper","2018","Bicho, Francisco; Martinho, Carlos","Multi-dimensional Player Skill Progression Modelling for Procedural Content Generation","Proceedings of the 13th International Conference on the Foundations of Digital Games","978-1-4503-6571-0","","10.1145/3235765.3235774","http://doi.acm.org/10.1145/3235765.3235774","","2018","2019-02-27 20:48:36","2019-02-27 20:48:36","","1:1–1:10","","","","","","","FDG '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Malm&ouml;, Sweden","","","","player adaptation; player modelling; player skill; procedural content generation; progression modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XEPCABM","conferencePaper","2018","Thomas, Chinchu","Multimodal Teaching and Learning Analytics for Classroom and Online Educational Settings","Proceedings of the 20th ACM International Conference on Multimodal Interaction","978-1-4503-5692-3","","10.1145/3242969.3264969","http://doi.acm.org/10.1145/3242969.3264969","","2018","2019-02-27 20:48:22","2019-02-27 20:48:22","","542–545","","","","","","","ICMI '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Boulder, CO, USA","","","","educational data mining; multimodal learning analytics; teaching analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZP842QVP","conferencePaper","2018","Thomas, Chinchu","Multimodal Teaching and Learning Analytics for Classroom and Online Educational Settings","Proceedings of the 20th ACM International Conference on Multimodal Interaction","978-1-4503-5692-3","","10.1145/3242969.3264969","http://doi.acm.org/10.1145/3242969.3264969","","2018","2019-02-27 20:52:57","2019-02-27 20:52:57","","542–545","","","","","","","ICMI '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Boulder, CO, USA","","","","educational data mining; multimodal learning analytics; teaching analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVI99I9N","conferencePaper","2018","Laviole, Jeremy; Thevin, Lauren; Albouys-Perrois, Jeremy; Brock, Anke","Nectar: Multi-user Spatial Augmented Reality for Everyone: Three Live Demonstrations of Educative Applications","Proceedings of the Virtual Reality International Conference - Laval Virtual","978-1-4503-5381-6","","10.1145/3234253.3234317","http://doi.acm.org/10.1145/3234253.3234317","","2018","2019-02-27 20:49:02","2019-02-27 20:49:02","","27:1–27:6","","","","","","","VRIC '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Laval, France","","","","child-computer interaction; Education; machine learning; mapping; multi-user; object tracking; open-source; scientific visualization; Spatial Augmented Reality; tabletop; tangible interaction; visual impairment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIHUPBEH","journalArticle","2018","Gipson, Debbie S.; Selewski, David T.; Massengill, Susan F.; Modes, Mary Margaret; Desmond, Hailey; Lee, Lauren; Kamil, Elaine; Elliott, Matthew R.; Adler, Sharon G.; Oh, Gia; Lafayette, Richard A.; Gipson, Patrick E.; Sinha, Aditi; Bagga, Arvind; Pesenson, Anne; Courtlandt, Cheryl; Spino, Cathie; Eikstadt, Richard; Pitter, Renée; Attalla, Samara; Waldo, Anne; Winneker, Richard; Carlozzi, Noelle E.; Troost, Jonathan P.; Smokler, Irving; Stone, Mark","NephCure Accelerating Cures Institute: A Multidisciplinary Consortium to Improve Care for Nephrotic Syndrome","Kidney International Reports","","2468-0249","https://doi.org/10.1016/j.ekir.2017.11.016","http://www.sciencedirect.com/science/article/pii/S2468024917304527","Introduction NephCure Accelerating Cures Institute (NACI) is a collaborative organization sponsored by NephCure Kidney International and the University of Michigan. The Institute is composed of 7 cores designed to improve treatment options and outcomes for patients with glomerular disease: Clinical Trials Network, Data Warehouse, Patient-Reported Outcomes (PRO) and Endpoints Consortium, Clinical Trials Consulting Team, Quality Initiatives, Education and Engagement, and Data Coordinating Center. Methods The Trials Network includes 22 community- and hospital-based nephrology practices, 14 of which are trial-only sites. Eight sites participate in the NACI Registry, and as of October 2017, 1054 patients are enrolled with diagnoses including but not limited to focal segmental glomerulosclerosis, minimal change disease, membranous nephropathy, IgA nephropathy, and childhood-onset nephrotic syndrome. By using electronic health record data extraction, robust and efficient clinical data are captured while minimizing the burden to site-based network staff. Results The Data Warehouse includes her-extracted data from registry patients, PRO development data, and data from completed observational studies and clinical trials. The Clinical Trial Consulting Team provides support for trial design in rare diseases leveraging these data. The PRO and Endpoints Consortium develops shorter-term endpoints while capturing the patient-reported significance of interventions under study. The Quality Initiatives and Education/Engagement cores elevate the level of care for patients. The Data Coordinating Center manages the analysis and operations of the Institute. Conclusion By engaging with patients, academia, industry, and patient advocate community representatives, including our Patient Advisory Board, NACI strives for better outcomes and treatments using evidence-based support for clinical trial design.","2018","2019-02-27 20:57:48","2019-02-27 20:57:48","","439 - 446","","2","3","","","","","","","","","","","","","","","","","","","","","clinical trials; electronic health record; glomerular disease; nephrotic syndrome; patient advisory; patient-reported outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KFEJ22I","conferencePaper","2019","Meade, Travis; Portillo, Jason; Zhang, Shaojie; Jin, Yier","NETA: When IP Fails, Secrets Leak","Proceedings of the 24th Asia and South Pacific Design Automation Conference","978-1-4503-6007-4","","10.1145/3287624.3288739","http://doi.acm.org/10.1145/3287624.3288739","","2019","2019-02-27 20:48:13","2019-02-27 20:48:13","","90–95","","","","","","","ASPDAC '19","","","","ACM","New York, NY, USA","","","","","","","","event-place: Tokyo, Japan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8I5A4P6","journalArticle","2018","Marchand, Gwen C.; Hilpert, Jonathan C.; Bragg, Kristine M.; Cummings, Jeffrey","Network-based assessment of collaborative research in neuroscience","Alzheimer's & Dementia: Translational Research & Clinical Interventions","","2352-8737","https://doi.org/10.1016/j.trci.2018.08.006","http://www.sciencedirect.com/science/article/pii/S2352873718300489","Introduction The purpose of this study was to describe collaborative research in neuroscience within the context of the Center for Neurodegeneration and Translational Neuroscience (CNTN), a Center of Biomedical Research Excellence supported by the National Institute of General Medical Science. Drawing upon research on the science of team science, this study investigated the way that interactions around research emerged over the course of establishing a new research center. The objectives were to document changes in research activity and describe how human research support infrastructure functioned to support the production of science. Methods Social network analyses were used to model coauthorship relationships based on publication histories from baseline (2014) through the current grant year (2017) for key personnel (n = 12), as well as survey data on collaborative engagement among CNTN members (n = 59). Results Exponential random graph models indicated that over time, CNTN members were increasingly likely to form coauthorship relationships. Community detection algorithms and brokerage analyses suggested that the CNTN was functioning as intended to support scientific development. Discussion Assessment of team science efforts is critical to evaluating and developing appropriate support structures that facilitate successful team science efforts in translational neuroscience.","2018","2019-02-27 20:56:56","2019-02-27 20:56:56","","433 - 443","","","4","","","","","","","","","","","","","","","","","","","","","Center for Neurodegeneration and Translational; Center of Biomedical Research Excellence (COBRE); Collaborative research; Institute of General Medical Science (NIGMS); National; Neuroscience; Neuroscience (CNTN)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBGDWWVA","journalArticle","2018","Heinzel, Stephan; Kaufmann, Christian; Grützmann, Rosa; Hummel, Robert; Klawohn, Julia; Riesel, Anja; Bey, Katharina; Lennertz, Leonhard; Wagner, Michael; Kathmann, Norbert","Neural correlates of working memory deficits and associations to response inhibition in obsessive compulsive disorder","NeuroImage: Clinical","","2213-1582","https://doi.org/10.1016/j.nicl.2017.10.039","http://www.sciencedirect.com/science/article/pii/S2213158217302772","Previous research in patients with obsessive-compulsive disorder (OCD) has indicated performance decrements in working memory (WM) and response inhibition. However, underlying neural mechanisms of WM deficits are not well understood to date, and empirical evidence for a proposed conceptual link to inhibition deficits is missing. We investigated WM performance in a numeric n-back task with four WM load conditions during functional Magnetic Resonance Imaging (fMRI) in 51 patients with OCD and 49 healthy control participants who were matched for age, sex, and education. Additionally, a stop signal task was performed outside the MRI scanner in a subsample. On the behavioral level, a significant WM load by group interaction was found for both accuracy (p<0.02) and reaction time measures (p<0.03), indicating increased reaction times as well as reduced accuracy specifically at high WM load (3-back) in patients with OCD. Whole-brain analyses of fMRI-data identified neural correlates of a load-dependent WM decrement in OCD in the supplementary motor area (SMA) and the inferior parietal lobule (IPL). Within the OCD sample, SMA-activity as well as n-back performance were correlated with stop signal task performance. Results from behavioral and fMRI-analyses indicate a reduced WM load-dependent modulation of neural activity in OCD and suggest a common neural mechanism for inhibitory dysfunction and WM decrements in OCD.","2018","2019-02-27 20:57:57","2019-02-27 20:57:57","","426 - 434","","","17","","","","","","","","","","","","","","","","","","","","","fMRI; Inhibition; Neuroimaging; Obsessive-compulsive disorder; Stop signal task; working memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS8Z8S3Z","journalArticle","2018","Kaklauskas, A.","Neuro Multiple Criteria Analysis System for University-Industry Partnerships","Procedia Engineering","","1877-7058","https://doi.org/10.1016/j.proeng.2018.01.013","http://www.sciencedirect.com/science/article/pii/S1877705818300225","The EU RTD stresses the Europe 2020 objective that it “aims to support the development of a strong and sustainable industrial base able to innovate and compete globally”. University-industry partnerships should be sustained for inspiring up-to-date RTD, and industry-driven antecedences should be reinforced. The positioning by these authors had a solid accent on university-industry partnerships over the entire course of the ASCENT project to increase societal resilience to disasters. Collaboration appointments can appear in numerous forms and dimensions (career fairs, business advisors and affiliates, placements, conferences and meetings, project and university initiative support, program improvement, scholar fellowships, joint life cycle collaboration, RTD projects and product/service development). The forms and stages of partnership will fluctuate depending on the micro-, meso- and macro-levels of the environment. A founder of behavioral economics, Nobel Prize laureate Daniel Kahneman, asserts that two categories describe our thinking: fast thinking (first system) and slow thinking (second system). The foundation of the first system consists of emotions, impulses and exaggerated optimism. The first system does not require any great efforts; it operates practically automatically. Meanwhile the second thinking system is slow and analytical with an ability to control behavior and thoughts. Based on this idea, the author of this article developed the Neuro Multiple Criteria Analysis System for University-Industry Partnerships.","2018","2019-02-27 20:57:47","2019-02-27 20:57:47","","93 - 100","","","212","","","","","","","","","","","","","","","","","","","","","affective computing; Multiple Criteria Analysis; Neuro Decision Matrix; University-Industry Partnerships","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78QZQ3R6","conferencePaper","2019","Grover, Shuchi; Lundh, Patrik; Jackiw, Nicholas","Non-Programming Activities for Engagement with Foundational Concepts in Introductory Programming","Proceedings of the 50th ACM Technical Symposium on Computer Science Education","978-1-4503-5890-3","","10.1145/3287324.3287468","http://doi.acm.org/10.1145/3287324.3287468","","2019","2019-02-27 20:48:01","2019-02-27 20:48:01","","1136–1142","","","","","","","SIGCSE '19","","","","ACM","New York, NY, USA","","","","","","","","event-place: Minneapolis, MN, USA","","","","abstraction; computer science education; digital interactive activities; expressions; introductory programming; K-12 computer science; loops; unplugged; variables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6XSHJBI","conferencePaper","2018","Izu, Cruz; Mirolo, Claudio; Weerasinghe, Amali","Novice Programmers' Reasoning About Reversing Conditional Statements","Proceedings of the 49th ACM Technical Symposium on Computer Science Education","978-1-4503-5103-4","","10.1145/3159450.3159499","http://doi.acm.org/10.1145/3159450.3159499","","2018","2019-02-27 20:49:12","2019-02-27 20:49:12","","646–651","","","","","","","SIGCSE '18","","","","ACM","New York, NY, USA","","","","","","","","event-place: Baltimore, Maryland, USA","","","","novice programmers; program comprehension; program state; reversibility; SOLO taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
