"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HSMDHFVD","conferencePaper","2010","Nam, Taewoo","New Voices or Old Voices in Political Talk?","Proceedings of the 4th International Conference on Theory and Practice of Electronic Governance","978-1-4503-0058-2","","10.1145/1930321.1930386","http://doi.acm.org/10.1145/1930321.1930386","","2010","2018-02-06 13:52:30","2018-02-06 13:52:30","","317–326","","","","","","","ICEGOV '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","democratic divide; inclusiveness; mobilization effect; political communication; political talk; public sphere; reinforcement effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9QKFFKU","conferencePaper","2010","Leitner, Jakob; Rendl, Christian; Perteneder, Florian; Gokcezade, Adam; Seifried, Thomas; Haller, Michael; Zeleznik, Robert; Bragdon, Andrew","NiCE Formula Editor","ACM SIGGRAPH 2010 Talks","978-1-4503-0394-1","","10.1145/1837026.1837098","http://doi.acm.org/10.1145/1837026.1837098","","2010","2018-02-06 13:52:21","2018-02-06 13:52:21","","55:1–55:1","","","","","","","SIGGRAPH '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCXE3XMU","conferencePaper","2015","Clawson, James; Pater, Jessica A.; Miller, Andrew D.; Mynatt, Elizabeth D.; Mamykina, Lena","No Longer Wearing: Investigating the Abandonment of Personal Health-tracking Technologies on Craigslist","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","978-1-4503-3574-4","","10.1145/2750858.2807554","http://doi.acm.org/10.1145/2750858.2807554","","2015","2018-02-06 13:52:32","2018-02-06 13:52:32","","647–658","","","","","","","UbiComp '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","health-tracking; self-monitoring; technology abandonment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPRDPEER","journalArticle","2016","Pérez, Ignacio; Medina, Luis; Val, Miguel Angel del","Nonlinear elasto–plastic performance prediction of materials stabilized with bitumen emulsion in rural road pavements","Advances in Engineering Software","","0965-9978","https://doi.org/10.1016/j.advengsoft.2015.10.009","https://www.sciencedirect.com/science/article/pii/S0965997815001544","Abstract This article presents numerical modelling of rural road pavement sections recycled in situ with two materials stabilized with bitumen emulsion. The two materials stabilized with bitumen emulsion are base course materials comprising 25% reclaimed asphalt pavement and 75% natural aggregates with and without 1% cement. A 3D-finite difference model was used to determine the response of these pavement sections when subjected to two types of loads with four types of soil subgrades of varying resistances. A nonlinear elasto–plastic Mohr-Coulomb model was used in the two materials stabilized with bitumen emulsion, and a nonlinear model was adopted in the four soil subgrades. Both the resilient and permanent behaviours of these materials were modelled. An analysis was conducted on rutting and fatigue resistances of the base course materials. The base course material containing 1% cement is more resistant and is apt for use in lightly trafficked rural roads. Both base course materials stabilized with bitumen emulsion will first fail from rutting before fatigue.","2016","2018-02-06 16:57:40","2018-02-06 16:57:40","","69 - 79","","","91","","","","","","","","","","","","","","","","","","","","","Bitumen emulsion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NW38PE9T","journalArticle","2011","Subudhi, Bidyadhar; Jena, Debashisha","Nonlinear system identification using memetic differential evolution trained neural networks","Neurocomputing","","0925-2312","10.1016/j.neucom.2011.02.006","https://www.sciencedirect.com/science/article/pii/S0925231211001056","Several gradient-based approaches such as back propagation (BP) and Levenberg Marquardt (LM) methods have been developed for training the neural network (NN) based systems. But, for multimodal cost functions these procedures may lead to local minima, therefore, the evolutionary algorithms (EAs) based procedures are considered as promising alternatives. In this paper we focus on a memetic algorithm based approach for training the multilayer perceptron NN applied to nonlinear system identification. The proposed memetic algorithm is an alternative to gradient search methods, such as back-propagation and back-propagation with momentum which has inherent limitations of many local optima. Here we have proposed the identification of a nonlinear system using memetic differential evolution (DE) algorithm and compared the results with other six algorithms such as Back-propagation (BP), Genetic Algorithm (GA), Particle Swarm Optimization (PSO), Differential Evolution (DE), Genetic Algorithm Back-propagation (GABP), Particle Swarm Optimization combined with Back-propagation (PSOBP). In the proposed system identification scheme, we have exploited DE to be hybridized with the back propagation algorithm, i.e. differential evolution back-propagation (DEBP) where the local search BP algorithm is used as an operator to DE. These algorithms have been tested on a standard benchmark problem for nonlinear system identification to prove their efficacy. First examples shows the comparison of different algorithms which proves that the proposed DEBP is having better identification capability in comparison to other. In example 2 good behavior of the identification method is tested on an one degree of freedom (1DOF) experimental aerodynamic test rig, a twin rotor multi-input–multi-output system (TRMS), finally it is applied to Box and Jenkins Gas furnace benchmark identification problem and its efficacy has been tested through correlation analysis.","2011-05","2018-02-21 12:52:48","2018-02-21 12:52:48","","1696-1709","","10","74","","Neurocomputing","","","","","","","","","","","","","","","","","","","Back propagation; Differential evolution; Evolutionary computation; Nonlinear system identification; Particle swarm optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAIZAFI9","journalArticle","2014","Girard, Jeffrey M.; Cohn, Jeffrey F.; Mahoor, Mohammad H.; Mavadati, S. Mohammad; Hammal, Zakia; Rosenwald, Dean P.","Nonverbal social withdrawal in depression: Evidence from manual and automatic analyses","Image and Vision Computing","","0262-8856","https://doi.org/10.1016/j.imavis.2013.12.007","https://www.sciencedirect.com/science/article/pii/S0262885613001790","Abstract The relationship between nonverbal behavior and severity of depression was investigated by following depressed participants over the course of treatment and video recording a series of clinical interviews. Facial expressions and head pose were analyzed from video using manual and automatic systems. Both systems were highly consistent for {FACS} action units (AUs) and showed similar effects for change over time in depression severity. When symptom severity was high, participants made fewer affiliative facial expressions (AUs 12 and 15) and more non-affiliative facial expressions (AU 14). Participants also exhibited diminished head motion (i.e., amplitude and velocity) when symptom severity was high. These results are consistent with the Social Withdrawal hypothesis: that depressed individuals use nonverbal behavior to maintain or increase interpersonal distance. As individuals recover, they send more signals indicating a willingness to affiliate. The finding that automatic facial expression analysis was both consistent with manual coding and revealed the same pattern of findings suggests that automatic facial expression analysis may be ready to relieve the burden of manual coding in behavioral and clinical science.","2014","2018-02-06 16:58:30","2018-02-06 16:58:30","","641 - 647","","10","32","","","","","","","","","","","","","","","","","","","","","head motion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GBJW2BB","conferencePaper","2012","Neve, Paul; Hunter, Gordon; Livingston, David; Orwell, James","NoobLab: An Intelligent Learning Environment for Teaching Programming","Proceedings of the The 2012 IEEE/WIC/ACM International Joint Conferences on Web Intelligence and Intelligent Agent Technology - Volume 03","978-0-7695-4880-7","","10.1109/WI-IAT.2012.218","http://dx.doi.org/10.1109/WI-IAT.2012.218","","2012","2018-02-06 13:49:35","2018-02-06 13:49:35","","357–361","","","","","","","WI-IAT '12","","","","IEEE Computer Society","Washington, DC, USA","","","","","","","","","","","","computer programming; educational analytics; E-learning; pedagogy; virtual laboratories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ILT7K6W","journalArticle","2016","Li, Yingsong; Wang, Yanyan; Jiang, Tao","Norm-adaption penalized least mean square/fourth algorithm for sparse channel estimation","Signal Processing","","0165-1684","10.1016/j.sigpro.2016.04.003","https://www.sciencedirect.com/science/article/pii/S0165168416300251","Abstract A type of norm-adaption penalized least mean square/fourth (NA-LMS/F) algorithm is proposed for sparse channel estimation applications. The proposed NA-LMS/F algorithm is realized by incorporating a p-norm-like into the cost function of the conventional least mean square/fourth (LMS/F) which acts as a combination of the l0- and l1-norm constraints. A reweighted NA-LMS/F (RNA-LMS/F) algorithm is also developed by adding a reweighted factor in the NA-LMS/F algorithm. The proposed RNA-LMS/F algorithm exhibits an improved performance in terms of the convergence speed and the steady-state error, which can provide a zero attractor to further exploit the sparsity of the channel by the use of the norm adaption penalty and the reweighting factor. The simulation results obtained from the sparse channel estimations are given to verify that our proposed RNA-LMS/F algorithm is superior to the previously reported sparse-aware LMS/F and the conventional LMS/F algorithms in terms of both the convergence speed and the steady-state behavior.","2016-11","2018-02-21 12:52:39","2018-02-21 12:52:39","","243-251","","","128","","Signal Processing","","","","","","","","","","","","","","","","","","","Adaptive filter; Least mean square/fourth; Norm-adaption penalty; Sparse channel estimation; Zero attracting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2EQ6JEP","journalArticle","2014","Lazaropoulos, Athanasios G.","Numerical evaluation of broadband transmission characteristics of underground low-voltage networks – Introducing techno-pedagogical (TP) method","International Journal of Electrical Power & Energy Systems","","0142-0615","https://doi.org/10.1016/j.ijepes.2013.09.009","https://www.sciencedirect.com/science/article/pii/S0142061513003918","Abstract This paper considers transmission characteristics of low-voltage/broadband over power lines (LV/BPL) channels associated with the underground power distribution networks. Also, this paper introduces to electrical and computer engineering (ECE) students the techno-pedagogical (TP) method that is suitable for designing {BPL} networks in underground distribution power grids. The contribution of this paper is threefold. First, using the already verified hybrid method and the proposed {TP} method, the underground LV/BPL transmission channel is investigated with regard to its spectral behavior, the usable bandwidth and the end-to-end signal attenuation. Both methods agree that the above features depend on the frequency, the physical properties of the cables used, the end-to-end –“LOS”– distance, and the number, the electrical length and the termination of the branches encountered along the end-to-end {BPL} signal propagation. Second, {TP} method reveals the broadband transmission potential of underground LV/BPL networks to {ECE} students in a simple way; underground {LV} power grids are a potentially excellent communications medium, offering low-loss characteristics over 200 m repeater span well beyond 100 MHz. Third, {ECE} students can understand the coexistence opportunities of {BPL} systems with other existing broadband telecommunications technologies in a unified distribution smart grid (SG) environment.","2014","2018-02-06 16:57:24","2018-02-06 16:57:24","","253 - 260","","","55","","","","","","","","","","","","","","","","","","","","","education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAGWM5FX","conferencePaper","2016","Gallagher, Silvia; Savage, Timothy","Observing URL Sharing Behaviour in Massive Online Open Courses","Proceedings of the Third (2016) ACM Conference on Learning @ Scale","978-1-4503-3726-7","","10.1145/2876034.2893387","http://doi.acm.org/10.1145/2876034.2893387","","2016","2018-02-06 13:49:33","2018-02-06 13:49:33","","129–132","","","","","","","L@S '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","massive online open courses; online learner behaviour.; uniform resource locators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPISUMKP","conferencePaper","2016","Llach, Daniel Cardoso; Bidgoli, Ardavan; Darbari, Shokofeh","Of Hands and Robots: Creativity and Learning in Architectural Robotics","Proceedings of the 6th Annual Conference on Creativity and Fabrication in Education","978-1-4503-4802-7","","10.1145/3003397.3003406","http://doi.acm.org/10.1145/3003397.3003406","","2016","2018-02-06 13:50:35","2018-02-06 13:50:35","","70–73","","","","","","","FabLearn '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","Architectural Robotics; Design Education; Material Agency; Robot-Human Collaboration; STS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUGEDR6W","journalArticle","2015","Tangmunarunkit, H.; Hsieh, C. K.; Longstaff, B.; Nolen, S.; Jenkins, J.; Ketcham, C.; Selsky, J.; Alquaddoomi, F.; George, D.; Kang, J.; Khalapyan, Z.; Ooms, J.; Ramanathan, N.; Estrin, D.","Ohmage: A General and Extensible End-to-End Participatory Sensing Platform","ACM Trans. Intell. Syst. Technol.","","2157-6904","10.1145/2717318","http://doi.acm.org/10.1145/2717318","","2015-04","2018-02-06 13:50:49","2018-02-06 13:50:49","","38:1–38:21","","3","6","","","","","","","","","","","","","","","","","","","","","citizen science; clinical research; data sharing; educational tool; experience sampling; mobile data collection; mobile sensing; participatory sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NE5TISEW","journalArticle","2013","Heart, Tsipi; Kalderon, Efrat","Older adults: Are they ready to adopt health-related ICT?","International Journal of Medical Informatics","","1386-5056","https://doi.org/10.1016/j.ijmedinf.2011.03.002","https://www.sciencedirect.com/science/article/pii/S1386505611000682","Background The proportion of older adults in the population is steadily increasing, causing healthcare costs to rise dramatically. This situation calls for the implementation of health-related information and communication technologies (ICT) to assist in providing more cost-effective healthcare to the elderly. In order for such a measure to succeed, older adults must be prepared to adopt these technologies. Prior research shows, however, that this population lags behind in {ICT} adoption, although some believe that this is a temporary phenomenon that will soon change. Objectives To assess use by older adults of technology in general and {ICT} in particular, in order to evaluate their readiness to adopt health-related ICT. Method We employed the questionnaire used by Selwyn et al. in 2000 in the UK, as well as a survey instrument used by Morris and Venkatesh, to examine the validity of the theory of planned behavior (TPB) in the context of computer use by older employees. 123 respondents answered the questions via face-to-face interviews, 63 from the {US} and 60 from Israel. {SPSS} 17.0 was used for the data analysis. Results The results show that although there has been some increase in adoption of modern technologies, including ICT, most of the barriers found by Selwyn et al. are still valid. {ICT} use was determined by accessibility of computers and support and by age, marital status, education, and health. Health, however, was found to moderate the effect of age, healthier older people being far more likely to use computers than their unhealthy coevals. The {TPB} was only partially supported, since only perceived behavioral control (PBC) emerged as significantly affecting intention to use a computer, while age, contrary to the findings of Morris and Venkatesh, interacted differently for Americans and Israelis. The main reason for non-use was ‘no interest’ or ‘no need’, similar to findings from data collected in 2000. Conclusions Adoption of technology by older adults is still limited, though it has increased as compared with results of the previous study. Modern technologies have been adopted (albeit selectively) by older users, who were presumably strongly motivated by perceived usefulness. Particularly worrying are the effects of health, PBC, and the fact that many older adults do not share the perception that {ICT} can significantly improve their quality of life. We therefore maintain that older adults are not yet ready to adopt health-related ICT. Health-related {ICT} for the elderly should be kept simple and demonstrate substantial benefits, and special attention should be paid to training and support and to specific personal and cultural characteristics. These are mandatory conditions for adoption by potential unhealthy and older consumers.","2013","2018-02-06 16:59:09","2018-02-06 16:59:09","","e209 - e231","","11","82","","","","","","","","","","","","","","","","","","","","","Healthcare {ICT}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGTBTAZ8","conferencePaper","2015","I. Cabezas","On combining gamification theory and ABET criteria for teaching and learning engineering","2015 IEEE Frontiers in Education Conference (FIE)","","","10.1109/FIE.2015.7344111","","","2015-10-21","2018-02-06 15:03:08","2018-02-21 14:03:11","","1-9","","","","","","","","","","","","","","","","","","","","","","","","ABET criteria; Accreditation; computer aided instruction; computer games; computer programming; Context; Continuous improvement; continuous improvement; continuous improvement approach; continuous improvement cycle; digital game; educational courses; engineering education; evaluation process; first-year course; games; Games; gamification; gamification design framework; gamification theory; gamified learning experience; high quality education; Industries; learning; learning engineering; learning process; positive impact; Proposals; purpose beyond edutainment; qualitative evaluation; quantitative evaluation; student emotional engagement; student outcomes; teaching; teaching scenario; teaching tool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE Frontiers in Education Conference (FIE)","","","","","","","","","","","","","","",""
"B9E546VH","journalArticle","2014","Schoenenberg, Katrin; Raake, Alexander; Egger, Sebastian; Schatz, Raimund","On interaction behaviour in telephone conversations under transmission delay","Speech Communication","","0167-6393","https://doi.org/10.1016/j.specom.2014.04.005","https://www.sciencedirect.com/science/article/pii/S0167639314000302","Abstract This work analyses the interaction behaviour of two interlocutors communicating over telephone connections affected by echo-free delay, for conversation tasks yielding different speed and structure. Based on a series of conversation tests, it is shown that transmission delay in a telephone circuit does not only result in a longer time until information is exchanged between the interlocutors, but also alters various characteristics of the conversational course. It was observed that with increasing transmission delay, the realities perceived by the interlocutors increasingly diverge. As a measure of utterance pace, a new conversation surface structure metric, the so-called utterance rhythm (URY), is introduced. Using surface-structure analysis of conversations from different conversation tests, it is shown that peoples’ utterance rhythm stays rather constant in close-to-natural conversations, but is considerably affected for scenarios requiring fast interaction and a clear answering structure. At the same time, the quality of the connection is perceived less critically in close-to-natural than in tasks requiring fast interaction, that is, interactive tasks leading to a delay-dependant utterance rhythm. Hence, the conclusion can be drawn that the degree of necessary adaption of the utterance rhythm to a certain delay condition co-determines the extent to which transmission delay impacts the perceived integral quality of a call.","2014","2018-02-06 16:57:44","2018-02-06 16:57:44","","1 - 14","","","63–64","","","","","","","","","","","","","","","","","","","","","Conversational quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IKE4443","conferencePaper","2017","Althoff, Tim; Jindal, Pranav; Leskovec, Jure","Online Actions with Offline Impact: How Online Social Networks Influence Online and Offline User Behavior","Proceedings of the Tenth ACM International Conference on Web Search and Data Mining","978-1-4503-4675-7","","10.1145/3018661.3018672","http://doi.acm.org/10.1145/3018661.3018672","","2017","2018-02-06 13:50:45","2018-02-06 13:50:45","","537–546","","","","","","","WSDM '17","","","","ACM","New York, NY, USA","","","","","","","","","","","","exercise; health; influence; physical activity; social features; social influence; social networks; susceptibility; user behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6CD4ACM","journalArticle","2010","Ransdell, Sarah","Online activity, motivation, and reasoning among adult learners","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2009.09.002","https://www.sciencedirect.com/science/article/pii/S0747563209001460","College students’ motivational beliefs influence their online behavior and ability to think critically. In the present study, doctoral health science students’ reports of motivation, as measured by the California Measure of Mental Motivation, reasoning skill, as measured by the Health Science Reasoning Test, and Web-CT records of online activity during a Web-CT-based statistics course were explored. Critical thinking skill and disposition each contributed unique variance to student grades, with age, organization disposition, and analysis skill as the strongest predictors. The youngest students, those so-called millennial age, and born after 1982, were those with the lowest critical thinking skill and dispositions, and the lowest grades in the class. Future research must take into consideration discrepancies between skill and disposition and interactions with age or cohort. At present, and contrary to popular wisdom, older students may make better online learners than younger.","2010","2018-02-06 16:59:00","2018-02-06 16:59:00","","70 - 73","","1","26","","","","","","","","","","","","","","","","","","","","","Online communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XD7ESVGC","conferencePaper","2017","Feldkamp, Niclas; Bergmann, Soeren; Strassburger, Steffen","Online Analysis of Simulation Data with Stream-based Data Mining","Proceedings of the 2017 ACM SIGSIM Conference on Principles of Advanced Discrete Simulation","978-1-4503-4489-0","","10.1145/3064911.3064915","http://doi.acm.org/10.1145/3064911.3064915","","2017","2018-02-06 13:49:56","2018-02-06 13:49:56","","241–248","","","","","","","SIGSIM-PADS '17","","","","ACM","New York, NY, USA","","","","","","","","","","","","data farming; data mining; data stream mining; knowledge discovery; simulation; simulation output analysis; visual analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3S23X92","journalArticle","2017","Kopecký, Kamil","Online blackmail of Czech children focused on so-called “sextortion” (analysis of culprit and victim behaviors)","Telematics and Informatics","","0736-5853","https://doi.org/10.1016/j.tele.2016.04.004","https://www.sciencedirect.com/science/article/pii/S0736585316300090","Abstract The online blackmail of children within the environment of Internet services (specifically, social networks) has become an extremely dangerous phenomenon that affects 6–8% of Czech children. Within the following text, data obtained from research conducted in 2013–2015 by the Centre for the Prevention of Risky Virtual Communication, Faculty of Education, Palacký University in Olomouc will be discussed. A selection of analyses aimed at gender and age differences connected with the blackmailing of children will be presented. Additionally, whether the children participate in blackmailing on their own and whether they eventually become offenders of other individuals will be examined. The text will also be supplemented with a typical blackmail model using intimate and sexually explicit materials (which are referred to as “sextortion”) that was created based on a detailed analysis of 25 serious cases of online blackmail. The model has been divided into several connected stages through which the online attack is carried out. The specific stages are subsequently elaborated on using documented evidence. Based on the analysis of individual cases, we have compiled a model that describes the different stages of the process of extortion and can predict communication of the attacker and the victim.","2017","2018-02-06 16:58:33","2018-02-06 16:58:33","","11 - 19","","1","34","","","","","","","","","","","","","","","","","","","","","Safer Internet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDCGZSQJ","conferencePaper","2015","Bakshy, Eytan; Taylor, Sean J.","Online Experiments for Computational Social Science","Proceedings of the 24th International Conference on World Wide Web","978-1-4503-3473-0","","10.1145/2740908.2741992","http://doi.acm.org/10.1145/2740908.2741992","","2015","2018-02-06 13:52:13","2018-02-06 13:52:13","","1543–1543","","","","","","","WWW '15 Companion","","","","ACM","New York, NY, USA","","","","","","","","","","","","causal inference; field experiments; online experiments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5WGI8KH","journalArticle","2017","Martinez-Lopez, Ruth; Yot, Carmen; Tuovila, Iuliia; Perera-Rodríguez, Víctor-Hugo","Online Self-Regulated Learning Questionnaire in a Russian {MOOC}","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2017.06.015","https://www.sciencedirect.com/science/article/pii/S0747563217303862","Abstract The learning opportunities that Massive Open Online Courses (MOOCs) promote urge more research in self-regulated learning to enhance student engagement. Since self-regulation can be determined by the Online Self-Regulating Learning Questionnaire, this research assessed its adaptation, using the modified kappa coefficient and the Content Validity Indexing (CVI) in the Russian context. Clarity, cultural equivalence and relevance of the instrument were classified by seven experts. Forty-five students confirmed the ease of understanding in a pre-test. At scale-level index, the “Goal Setting” value was below the adequate level. Three items were considered unacceptable, and one of them was identified as a potentially problematic item. Confirmatory factor analysis showed some problems in the adjustment of the questionnaire model to the data. Self-regulated learning skills of Russian engineering students in {MOOCs} are moderate, with high levels in terms of “Environment Structuring” and “Goal Setting”, but low in “Help Seeking”. Self-regulated learning variables indicated no gender differences.","2017","2018-02-06 16:56:53","2018-02-06 16:56:53","","966 - 974","","","75","","","","","","","","","","","","","","","","","","","","","Psychometric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS7JUV46","journalArticle","2014","Ji, Yang; Wang, Guang-Ji; Zhang, Qi; Zhu, Zhuo-Hong","Online social networking behaviors among Chinese younger and older adolescent: The influences of age, gender, personality, and attachment styles","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2014.08.011","https://www.sciencedirect.com/science/article/pii/S0747563214004397","Abstract Risks associated with adolescents’ uses of social networking sites (SNSs) propelled investigations concerning how online privacy and security behaviors are related to young people’s general activities online. To explore adolescents’ {SNS} behaviors, among a group of 531 volunteered adolescent participants during their junior or senior middle school years in Beijing, this study ran exploratory factor analysis based on statements from non-structured interview targeting their Renren {SNS} uses, and further investigated the levels of and the associations between {SNS} behaviors based on developmental factors of age, gender, personality, and attachment styles. Results suggest most Chinese younger and older adolescents were likely disclosing real names and photos on SNSs, and their latent utilization, socializing, and privacy disclosure {SNS} behaviors were influenced by age, gender, personality, or attachment styles. Moreover, the negative associations of privacy disclosure with utilization or socializing behaviors were likely affected by personality and attachment categories. Although Chinese adolescents showed some levels of concerns in their {SNS} privacy disclosure, education of {SNS} privacy and security along with adolescent care in general are perhaps helpful for providing a better online experience for young people.","2014","2018-02-06 16:58:15","2018-02-06 16:58:15","","393 - 402","","","41","","","","","","","","","","","","","","","","","","","","","Attachment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S65RNMEG","conferencePaper","2017","Izu, Cruz; Pope, Cheryl; Weerasinghe, Amali","On the Ability to Reason About Program Behaviour: A Think-Aloud Study","Proceedings of the 2017 ACM Conference on Innovation and Technology in Computer Science Education","978-1-4503-4704-4","","10.1145/3059009.3059036","http://doi.acm.org/10.1145/3059009.3059036","","2017","2018-02-06 13:50:35","2018-02-06 13:50:35","","305–310","","","","","","","ITiCSE '17","","","","ACM","New York, NY, USA","","","","","","","","","","","","programming; reasoning; reversibility; state; think-aloud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVA854QU","conferencePaper","2013","Farris, Amy Voss; Sengupta, Pratim","On the Aesthetics of Children's Computational Modeling for Learning Science","Proceedings of the 12th International Conference on Interaction Design and Children","978-1-4503-1918-8","","10.1145/2485760.2485847","http://doi.acm.org/10.1145/2485760.2485847","","2013","2018-02-06 13:51:54","2018-02-06 13:51:54","","479–482","","","","","","","IDC '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","aesthetics; agent-based modeling; computational thinking; personal excursion; science education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VYBHRQY","journalArticle","2011","Ardekani, I. Tabatabaei; Abdulla, W.H.","On the convergence of real-time active noise control systems","Signal Processing","","0165-1684","10.1016/j.sigpro.2010.12.012","https://www.sciencedirect.com/science/article/pii/S0165168410004391","Available convergence analyses of adaptive active noise control systems apply to only theoretical cases with broad-band white noise or pure delay secondary paths. In order to investigate convergence behaviors of these systems in more practical conditions, this paper conducts a new convergence analysis for filtered-x LMS-based active noise control systems with band-limited white noise and moving average secondary paths. A linear model for the adaptation process is developed. Based on this model, the upper-bound of the adaptation step-size is derived. Also, the adaptation step-size leading to the fastest convergence rate is derived. In addition to the computer simulation, a fully implemented real time active noise control system is used to verify the validity of the analytical results.","2011-05","2018-02-21 12:52:44","2018-02-21 12:52:44","","1262-1274","","5","91","","Signal Processing","","","","","","","","","","","","","","","","","","","Acoustic duct; Active noise control; FxLMS algorithm; Real time implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKD93QU6","conferencePaper","2011","Stefik, Andreas M.; Hundhausen, Christopher; Smith, Derrick","On the Design of an Educational Infrastructure for the Blind and Visually Impaired in Computer Science","Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education","978-1-4503-0500-6","","10.1145/1953163.1953323","http://doi.acm.org/10.1145/1953163.1953323","","2011","2018-02-06 13:51:08","2018-02-06 13:51:08","","571–576","","","","","","","SIGCSE '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","accessibility; assistive technology; auditory debugging; visual impairments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
